Datetime Id(GSM_CELL),Moid(GSM_CELL),Bsc(GSM_CELL),ID,小区名,网格九分区,网格,无线接入性,下行TBF建立成功率,切换成功率,每Erl掉话数,上行6-7级质差话务比例（六忙时）,下行6-7级质差话务比例（六忙时）,GSM质差话务占比(六忙时),GSM上下行质差话务比例,最差小区次数,高掉话最差小区次数,高拥塞最差小区次数,寻呼成功率,TCH话务量,半速率比例,随机接入成功率,TCH拥塞率(考核算法),话务掉话比,上行底噪,EDGE下行速率,GPRS下行速率,掉话率(最差小区考核算法),TCH掉话率(不含切换),干扰系数,总流量(MB),PDCH使用数,TCH信道完好率,TCH定义信道数,TCH可用信道数,SDCCH指配成功率,SDCCH拥塞率,SDCCH掉话率,TCH指配成功率,PDCH下行复用度(旧),PDCH下行复用度(新),寻呼拥塞总数,信道利用率,TBF掉线率,上行覆盖率,下行覆盖率,高干扰小区数(4-5级干扰>30%),上行高质差小区数(6-7级质差>5%),下行高质差小区数(6-7级质差>5%),小区数,上行6-7级质差话务比例（六忙时-室内）,下行6-7级质差话务比例（六忙时-室内）,上行6-7级质差话务比例（六忙时-室外）,下行6-7级质差话务比例（六忙时-室外）,GSM语音质量,高流量小区个数,TBF下行申请数,TCH掉话次数,TCH申请数,上行弱信号掉话,下行弱信号掉话,双向弱信号掉话,上行质差掉话,下行质差掉话,双向质差掉话,TA掉话,突然掉话,
2016/6/16,5X3DAJ2,GZE24,PG07660,大简,番禺,G.1.8,0.9801942,0.9973877,0.8455768,3.269271,0.136622,0.01097698,0.0737995,,1,0,1,,95.74,0.9277209,0.9994866,0.003907267,17.09643,1,69.09095,6.357392,0.03120646,0.08313413,4.037121,167.0004,55.52,0.4230769,52,22,0.9994596,0,0.02902024,0.9807242,2.951483,1.280353,90,0.6464102,0.01902393,1,0.9937888,1,1,0,1,,,,,0.9262005,0,202505,313,3765,0,45,0,174,7,21,0,66,
2016/6/16,5X3DAJ3,GZE24,PG07661,大简,番禺,G.1.8,0.9980481,0.999652,0.990991,0.2096924,0.01243043,0.01454759,0.01348901,,,,,,42.92,0.2418453,0.9994766,0,286.1333,0.004289067,89.53223,18.351,0.001839362,0.004293893,1.621267,379.3967,54.67,0.5111111,45,23,0.9994766,0,0.003831418,0.9985707,2.232149,1.466412,0,0.4819259,0.03831674,0.9819468,0.9710566,0,0,0,1,,,,,0.986511,1,86197,9,2096,0,1,7,0,0,0,0,1,
2016/6/16,5X8DAJ1,GZE24,PD16354,大简D,番禺,G.1.8,0.9981695,0.9999751,0.9958506,0.2066892,0.01666686,0.003937961,0.01030241,,,,,,53.22,0.7810974,0.9992743,0,290.2909,0.0008585533,140.6095,16.1028,0.002148438,0.006087438,1.162052,610.951,81.32,1,25,25,0.9992743,0,0.001755413,0.9988944,1.546337,1.140387,154,1.195911,0.01231216,0.9545084,0.9781587,0,0,0,1,,,,,0.9896976,1,80500,11,1807,0,0,5,0,0,0,0,6,
2016/6/18,P5OHSC1,GZM41B5,PG27629,横沥沙头村,番禺,G.1.10,0.9823856,0.9997579,0.9631792,1.0155,0.01803465,0.03524113,0.02663789,,,,,,18.71,0.0646713,0.9840621,0,56.13,0.0005439587,114.5666,3.582663,0.00615574,0.01722575,1.10376,113.3402,32.37,1,18,18,0.9841669,0,0.005858495,0.99819,1.395591,1.111239,40,0.6306173,0.02371229,0.9513379,0.9351265,0,0,0,1,,,,,0.9733621,0,20658,19,1103,1,3,8,0,5,0,0,2,
2016/6/18,P5OHSC2,GZM41B5,PG27630,横沥沙头村,番禺,G.1.10,0.9936457,0.9997559,0.9792833,0.4286326,0.01129321,0.01985462,0.01557391,,,,,,23.33,0.248607,0.9960333,0,116.65,0.0005906675,143.0141,6.203164,0.004601227,0.01265823,1.097755,157.581,42.41,1,18,18,0.9961612,0,0.00695812,0.9974747,1.523581,1.070559,0,0.8116049,0.02955665,0.9820719,0.9836898,0,0,0,1,,,,,0.9844261,0,32780,10,790,2,1,5,0,2,0,0,0,
2016/6/18,P5OHSC3,GZM41B5,PG27631,横沥沙头村,番禺,G.1.10,0.9972338,0.9998314,0.9960318,0.1501126,0.003395146,0.003072051,0.003233598,,,,,,39.97,0.3269953,0.9977597,0,399.7,0.02526019,116.7775,8.467299,0.001832621,0.003873467,1.541414,280.6866,65.51,0.9732639,24,23,0.9978776,0,0.001094491,0.9993548,1.686721,1.085391,30,0.9766667,0.0113559,0.992414,0.9887279,0,0,0,1,,,,,0.9967664,1,53397,6,1549,0,0,2,0,1,0,0,3,
2016/6/19,5X3DAJ1,GZE24,PG07659,大简,番禺,G.1.8,0.9970943,1,0.9952651,0.3136201,0.008627271,0.01019882,0.009413047,,,,,,22.32,0,0.9992572,0,167.4,0,131.238,2.792875,0.002716469,0.007592191,1.004307,91.32303,23.33,1,53,53,0.9992572,0,0.002812149,0.9978355,1.105037,1.015837,4,0.1914046,0.01147443,0.9849268,0.9658943,0,0,0,1,,,,,0.9905869,0,18669,7,922,0,2,1,0,1,0,0,3,
2016/6/19,5X3DAJ2,GZE24,PG07660,大简,番禺,G.1.8,0.9831905,0.9998474,0.8576923,3.861054,0.1690945,0.01940702,0.09425075,,,,,,77.44,0.008393595,0.9995705,0,14.25276,1,123.5306,3.611158,0.03692796,0.1111111,4.014836,151.8619,88.01,1,52,52,0.9996319,0,0.02686599,0.9835526,1.351883,1.048283,167,0.7070513,0.02329156,1,0.9968386,1,1,0,1,,,,,0.9057493,0,124517,299,2691,0,45,0,152,7,36,0,59,
2016/6/19,5X3DAJ3,GZE24,PG07661,大简,番禺,G.1.8,0.998932,0.9999367,0.9951056,0.3864557,0.01004406,0.01317265,0.01160835,,,,,,54.34,0.1768495,0.9993962,0,141.7565,0.06158604,128.1679,9.04235,0.004281459,0.009758364,1.766943,483.0053,109.3,1,45,45,0.9993962,0,0.004341085,0.9995356,1.324252,1.060518,0,0.8080988,0.02723796,0.9840099,0.978835,0,0,0,1,,,,,0.9883916,1,94786,21,2152,1,0,13,1,3,0,0,3,
2016/6/19,5X8DAJ1,GZE24,PD16354,大简D,番禺,G.1.8,0.991402,1,0.9933798,0.15311,0.00736939,0.00479652,0.006082955,,,,,,52.25,0.4139713,0.9928085,0,348.3333,0,153.1635,14.41257,0.002062801,0.004910988,1.040377,335.2343,55.71,1,25,25,0.9926192,0,0.004251208,0.9987738,1.237145,1.0403,69,0.9596444,0.008755344,0.9372381,0.9672821,0,0,0,1,,,,,0.993917,1,47564,8,1629,1,1,4,0,0,0,0,2,
