Datetime Id(GSM_CELL),Moid(GSM_CELL),Bsc(GSM_CELL),ID,小区名,网格九分区,网格,无线接入性,下行TBF建立成功率,切换成功率,每Erl掉话数,上行6-7级质差话务比例（六忙时）,下行6-7级质差话务比例（六忙时）,GSM质差话务占比(六忙时),GSM上下行质差话务比例,最差小区次数,高掉话最差小区次数,高拥塞最差小区次数,寻呼成功率,TCH话务量,半速率比例,随机接入成功率,TCH拥塞率(考核算法),话务掉话比,上行底噪,EDGE下行速率,GPRS下行速率,掉话率(最差小区考核算法),TCH掉话率(不含切换),干扰系数,总流量(MB),PDCH使用数,TCH信道完好率,TCH定义信道数,TCH可用信道数,SDCCH指配成功率,SDCCH拥塞率,SDCCH掉话率,TCH指配成功率,PDCH下行复用度(旧),PDCH下行复用度(新),寻呼拥塞总数,信道利用率,TBF掉线率,上行覆盖率,下行覆盖率,高干扰小区数(4-5级干扰>30%),上行高质差小区数(6-7级质差>5%),下行高质差小区数(6-7级质差>5%),小区数,上行6-7级质差话务比例（六忙时-室内）,下行6-7级质差话务比例（六忙时-室内）,上行6-7级质差话务比例（六忙时-室外）,下行6-7级质差话务比例（六忙时-室外）,GSM语音质量,高流量小区个数,TBF下行申请数,TCH掉话次数,TCH申请数,上行弱信号掉话,下行弱信号掉话,双向弱信号掉话,上行质差掉话,下行质差掉话,双向质差掉话,TA掉话,突然掉话,
2016/1/9,ZS1GJC1,GZM19A,ZG24708,广河井口冚村,增城,G.8.3,0.9987957,1,0.9928251,0.0454959,0.007045782,0.02585718,,0.03290296,,,,,21.98,0.05232029,0.9987957,0,1318.8,0.0008718818,145.6489,7.203181,0.0005704507,0.001410437,1.01613,327.6636,62.51,1,156,156,0.9987957,0,0.001937515,1,1.363951,1.057508,0,0.7221367,0.02033316,0.9149078,0.8648875,0,0,0,1,,,0.007045782,0.02585718,,1,60457,1,709,0,0,1,0,0,0,0,0,
2016/1/9,ZS1GJC2,GZM19A,ZG24709,广河井口冚村,增城,G.8.3,0.9986687,0.9998723,0.9869776,0.3564003,0.01097228,0.02711404,,0.03808631,,,,,33.67,0.05316305,1,0,144.3,0.001167485,120.6665,14.42527,0.003463632,0.01161665,1.019069,227.1362,62.48,1,168,168,0.9996355,0,0.006815251,0.9990329,1.382717,1.042284,0,0.7630953,0.01851017,0.9100007,0.8892051,0,0,0,1,,,0.01097228,0.02711404,,1,62633,12,1033,4,0,4,0,1,0,0,3,
2016/1/9,ZS1GJC3,GZM19A,ZG24710,广河井口冚村,增城,G.8.3,0.9979423,0.9999279,0.9944769,0.07549069,0.01559144,0.01673901,,0.03233045,,,,,79.48,0,0.9992934,0,433.5273,1.755772E-05,95.7949,10.50204,0.001299622,0.00222387,1.050742,432.8466,71.27,1,336,336,0.9994218,0,0.004184639,0.9985196,2.35376,1.35736,2,0.5982143,0.01728877,0.8954644,0.838965,0,0,0,1,,,0.01559144,0.01673901,,1,138614,6,2698,0,0,5,0,1,0,0,0,
2016/1/12,ZS1GJC1,GZM19A,ZG24708,广河井口冚村,增城,G.8.3,0.9993432,1,0.9979275,0.1832621,0.004286171,0.01213145,,0.01641762,,,,,16.37,0,0.9993432,0,327.4,0.001368836,142.6469,16.61987,0.002155172,0.005859375,1.008734,200.6944,39.36,1,156,156,0.9993432,0,0.0006662225,1,1.239084,1.025564,0,0.4763248,0.008745282,0.9400493,0.8788111,0,0,0,1,,,0.004286171,0.01213145,,0,32181,3,512,0,0,2,0,0,0,0,1,
2016/1/12,ZS1GJC2,GZM19A,ZG24709,广河井口冚村,增城,G.8.3,0.9970138,1,0.9880952,0.2298851,0.007481226,0.01422332,,0.02170455,,,,,17.4,0,0.9970138,0,208.8,0.001025694,143.2362,13.2216,0.00186428,0.007067138,1.012539,80.65778,27.88,1,168,168,0.9970138,0,0.003782148,1,1.259216,1.02406,0,0.3593651,0.01666878,0.9585004,0.967285,0,0,0,1,,,0.007481226,0.01422332,,0,27212,4,566,0,0,4,0,0,0,0,0,
2016/1/12,ZS1GJC3,GZM19A,ZG24710,广河井口冚村,增城,G.8.3,0.9997252,0.9999194,0.9956903,0.09983777,0.0119231,0.0127677,,0.0246908,,,,,80.13,0,0.9996565,0,400.65,0.0001133218,91.17064,12.31429,0.001349073,0.003079292,1.028428,322.4681,64.37,1,336,336,0.9997252,0,0.002047223,1,2.082157,1.243212,0,0.5734127,0.01332327,0.9126285,0.8554587,0,0,0,1,,,0.0119231,0.0127677,,1,111603,8,2598,1,1,2,0,1,0,0,3,
2016/5/17,ZS1GJC1,GZM19A,ZG24708,广河井口冚村,增城,G.8.3,0.9980488,0.9999713,0.9956141,0.1988072,0.009902371,0.04041819,0.02516028,,,,,,15.09,0,0.9980488,0,301.8,0.001847887,128.7581,4.137689,0.002027027,0.005154639,1.029449,87.79316,31.12,1,26,26,0.9980488,0,0.005432937,1,1.269803,1.022967,0,0.3949572,0.009939911,0.8885944,0.8507421,0,0,0,1,,,,,0.9748397,0,34827,3,582,1,0,1,0,0,0,0,1,
2016/5/17,ZS1GJC2,GZM19A,ZG24709,广河井口冚村,增城,G.8.3,0.9986784,0.9999641,0.9784499,0.09337068,0.0117867,0.01713108,0.01445889,,,,,,21.42,0,0.9991189,0,642.6,0.002085896,132.0493,4.96282,0.0006432937,0.003205128,1.043483,86.69402,28.45,1,28,28,0.9986784,0,0.002217295,1,1.286687,1.030873,0,0.3957936,0.0136344,0.9422351,0.9611217,0,0,0,1,,,,,0.9855411,0,27805,2,624,0,0,1,0,1,0,0,0,
2016/5/17,ZS1GJC3,GZM19A,ZG24710,广河井口冚村,增城,G.8.3,0.9895619,0.9999682,0.9952551,0.1212489,0.02467226,0.0140945,0.01938338,,,,,,65.98,0,0.9902553,0,329.9,0.01495215,106.5779,27.79251,0.001532176,0.003590664,1.72015,230.1269,51.35,1,56,56,0.9904502,0,0.001766784,0.9991031,1.572331,1.10946,0,0.4655952,0.01444383,0.9157525,0.8225302,0,0,0,1,,,,,0.9806166,1,62996,8,2228,0,0,3,0,3,0,0,1,
2016/2/10,ZS1GJC1,GZM19A,ZG24708,广河井口冚村,增城,G.8.3,0.9983202,0.9999831,0.9992968,0,0.009471563,0.01189069,,0.02136225,,,,,22.43,0.3259028,0.9996117,0,,0.01585785,135.4472,12.83393,0,0,1.068399,678.3201,91.77,1,156,156,0.9996117,0,0.002930832,0.998708,1.817817,1.165744,0,0.9760684,0.01692634,0.9420174,0.9027801,0,0,0,1,,,0.009471563,0.01189069,,1,118483,0,773,0,0,0,0,0,0,0,0,
